n;q_time;q_c;q_s;q__c/n;q_s/n,m_time;m_c;m_s;m__c/n;m_s/n,i_time;i_c;i_s;i__c/n;i_s/n;q_dual_time;q_dual_c;q_dual_s;q_dual__c/n;q_dual_s/n
9100;0.000942;156304.234375;63728.921875;17.176289;7.003178;0.001366;108316.796875;120116.000000;11.902946;13.199560;1.494438;20644764.000000;9099.000000;2268.655518;0.999890;0.000877;68832.671875;48564.058594;7.564030;5.336710
9200;0.000968;157526.687500;64116.851562;17.122467;6.969223;0.001359;109658.921875;121616.000000;11.919448;13.219131;1.542923;21146370.000000;9199.000000;2298.518555;0.999891;0.000889;68854.953125;48655.519531;7.484234;5.288643
9300;0.000964;160465.218750;65767.703125;17.254324;7.071795;0.001363;111010.109375;123116.000000;11.936571;13.238279;1.591857;21586018.000000;9299.000000;2321.077148;0.999892;0.000893;69681.289062;49523.828125;7.492612;5.325143
9400;0.000989;162369.984375;65090.578125;17.273401;6.924530;0.001400;112352.312500;124616.000000;11.952374;13.257021;1.642426;22072686.000000;9399.000000;2348.158203;0.999894;0.000915;70523.203125;49718.550781;7.502468;5.289207
9500;0.001012;164973.375000;67386.867188;17.365620;7.093355;0.001411;113700.296875;126116.000000;11.968452;13.275369;1.694480;22526484.000000;9499.000000;2371.208984;0.999895;0.000915;71618.351562;50435.140625;7.538774;5.308962
9600;0.001029;166935.265625;67118.218750;17.389090;6.991481;0.001459;115059.367188;127616.000000;11.985351;13.293333;1.748361;23009804.000000;9599.000000;2396.854736;0.999896;0.000940;72355.789062;51348.058594;7.537062;5.348756
9700;0.001010;169299.000000;68668.179688;17.453505;7.079194;0.001415;116393.468750;129116.000000;11.999327;13.310927;1.801593;23489652.000000;9699.000000;2421.613525;0.999897;0.000927;72882.257812;51596.820312;7.513635;5.319260
9800;0.001003;172022.046875;69125.851562;17.553270;7.053658;0.001424;117733.273438;130616.000000;12.013599;13.328163;1.855406;23984748.000000;9799.000000;2447.423096;0.999898;0.000956;73590.679688;51755.718750;7.509253;5.281196
9900;0.001015;172707.921875;69835.460938;17.445244;7.054087;0.001455;119095.539062;132116.000000;12.029853;13.345051;1.910640;24469504.000000;9899.000000;2471.666992;0.999899;0.000948;74298.898438;52820.359375;7.504940;5.335390
10000;0.001033;177783.000000;71803.906250;17.778299;7.180391;0.001461;120438.226562;133616.000000;12.043823;13.361600;1.967115;24987384.000000;9999.000000;2498.738525;0.999900;0.000951;76068.062500;53371.011719;7.606806;5.337101
